datetime,interpolated_cloudcover,extraterrestrial,mean_predicted_irradiance,max_predicted_irradiance,min_predicted_irradiance,max_model,min_model,hour,month,model_1_pred,model_2_pred,model_3_pred,model_4_pred,model_5_pred,model_6_pred,model_7_pred,model_8_pred,model_9_pred,model_10_pred,model_11_pred,model_12_pred,model_13_pred,model_14_pred,model_15_pred,model_16_pred,model_17_pred,model_18_pred,model_19_pred,model_20_pred,model_21_pred,model_22_pred,model_23_pred,model_24_pred,model_25_pred,model_26_pred,model_27_pred,model_28_pred,model_29_pred,model_30_pred,model_31_pred,model_32_pred,model_33_pred,model_34_pred
2025-10-17 22:30:00,99.25,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,22,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17 22:45:00,99.18,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,22,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17 23:00:00,99.1,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,23,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17 23:15:00,99.32,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,23,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17 23:30:00,99.55,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,23,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-17 23:45:00,99.78,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,23,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 00:00:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 00:15:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 00:30:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 00:45:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 01:00:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 01:15:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 01:30:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 01:45:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 02:00:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 02:15:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 02:30:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 02:45:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 03:00:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 03:15:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 03:30:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 03:45:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 04:00:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 04:15:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 04:30:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 04:45:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 05:00:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 05:15:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 05:30:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 05:45:00,100.0,0.0,0.0,0.0,0.0,model_v10.9.1_train_sr_AdaBoostRegressor,model_v10.9.1_train_sr_AdaBoostRegressor,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-18 06:00:00,100.0,0.0,-47.1,2.8,-125.32,model_v10.9.1_train_sr_KNeighborsRegressor,model_v10.9.1_train_sr_LinearRegression,6,10,1.57,-125.28,0.0,-42.98,0.0,1.57,-78.59,2.8,-125.31,-123.19,-123.19,0.99,-125.32,-15.96,-26.56,0.0,-125.26,1.58,-94.96,0.0,-25.23,0.18,-8.01,-55.31,0.0,-94.98,-93.43,-93.43,-24.86,-94.99,-15.95,-2.49,0.0,-94.95
2025-10-18 06:15:00,100.0,0.0,-47.1,2.8,-125.32,model_v10.9.1_train_sr_KNeighborsRegressor,model_v10.9.1_train_sr_LinearRegression,6,10,1.57,-125.28,0.0,-42.98,0.0,1.57,-78.59,2.8,-125.31,-123.19,-123.19,0.99,-125.32,-15.96,-26.56,0.0,-125.26,1.58,-94.96,0.0,-25.23,0.18,-8.01,-55.31,0.0,-94.98,-93.43,-93.43,-24.86,-94.99,-15.95,-2.49,0.0,-94.95
2025-10-18 06:30:00,100.0,0.0,-47.1,2.8,-125.32,model_v10.9.1_train_sr_KNeighborsRegressor,model_v10.9.1_train_sr_LinearRegression,6,10,1.57,-125.28,0.0,-42.98,0.0,1.57,-78.59,2.8,-125.31,-123.19,-123.19,0.99,-125.32,-15.96,-26.56,0.0,-125.26,1.58,-94.96,0.0,-25.23,0.18,-8.01,-55.31,0.0,-94.98,-93.43,-93.43,-24.86,-94.99,-15.95,-2.49,0.0,-94.95
2025-10-18 06:45:00,100.0,0.0,-47.1,2.8,-125.32,model_v10.9.1_train_sr_KNeighborsRegressor,model_v10.9.1_train_sr_LinearRegression,6,10,1.57,-125.28,0.0,-42.98,0.0,1.57,-78.59,2.8,-125.31,-123.19,-123.19,0.99,-125.32,-15.96,-26.56,0.0,-125.26,1.58,-94.96,0.0,-25.23,0.18,-8.01,-55.31,0.0,-94.98,-93.43,-93.43,-24.86,-94.99,-15.95,-2.49,0.0,-94.95
2025-10-18 07:00:00,100.0,32.48,-33.25,24.76,-109.12,model_v10.9.1_train_sr_RandomForestRegressor,model_v10.9.1_train_sr_LinearRegression,7,10,1.57,-109.09,13.0,-29.95,15.15,21.98,-61.47,4.2,-109.11,-106.84,-106.84,17.84,-109.12,2.41,-7.9,24.76,-109.07,1.58,-79.29,4.0,-12.89,8.52,10.54,-38.8,1.0,-79.31,-77.61,-77.61,-9.56,-79.31,1.61,13.84,10.56,-79.28
2025-10-18 07:15:00,100.0,117.7,5.31,63.21,-62.52,model_v11_train_AdaBoostRegressor,model_v10.9.1_train_sr_LinearRegression,7,10,62.33,-62.5,55.0,0.32,44.2,37.16,-13.7,4.2,-62.52,-60.44,-60.43,48.51,-62.52,50.62,40.11,46.7,-62.48,63.21,-35.06,46.0,16.01,37.69,26.51,6.35,35.6,-35.08,-33.56,-33.56,10.87,-35.08,47.67,59.06,34.41,-35.06
2025-10-18 07:30:00,100.0,202.18,34.81,103.89,-16.33,model_v11_train_PassiveAggressiveRegressor,model_v10.9.1_train_sr_LinearRegression,7,10,62.33,-16.31,94.0,30.33,84.93,57.88,33.66,4.2,-16.33,-14.43,-14.43,72.47,-16.33,98.41,87.7,78.76,-16.31,63.21,8.77,13.0,44.66,33.13,34.67,51.1,35.6,8.77,10.1,10.11,20.56,8.76,93.34,103.89,24.58,8.78
2025-10-18 07:45:00,100.0,285.54,68.16,148.13,29.25,model_v11_train_PassiveAggressiveRegressor,model_v10.9.1_train_sr_LinearRegression,7,10,66.44,29.26,93.0,59.94,71.07,82.68,80.4,76.8,29.25,30.96,30.97,94.18,29.25,145.56,134.67,73.93,29.26,64.13,52.03,66.0,72.93,62.47,60.31,95.26,35.6,52.03,53.19,53.2,40.42,52.03,138.4,148.13,61.79,52.03
2025-10-18 08:00:00,100.0,367.44,122.79,229.0,39.2,model_v11_train_DecisionTreeRegressor,model_v11_train_KNeighborsRegressor,8,10,188.36,72.47,142.0,90.52,129.65,151.91,125.22,114.6,72.47,74.22,74.23,150.88,72.47,191.89,181.17,184.7,72.47,184.43,93.35,229.0,102.02,102.13,126.33,137.95,39.2,93.36,94.55,94.55,93.01,93.35,182.67,190.68,135.78,93.35
2025-10-18 08:15:00,100.0,447.52,159.42,237.19,113.85,model_v10.9.1_train_sr_OrthogonalMatchingPursuit,model_v11_train_LGBMRegressor,8,10,188.36,116.25,142.0,118.97,169.52,179.89,170.12,179.0,116.26,117.83,117.84,187.37,116.26,237.19,226.28,187.39,116.25,184.43,134.91,229.0,129.18,206.05,144.48,180.37,123.6,134.92,135.94,135.95,113.85,134.92,225.96,233.18,151.74,134.9
2025-10-18 08:30:00,100.0,525.44,191.62,281.27,121.0,model_v10.9.1_train_sr_OrthogonalMatchingPursuit,model_v11_train_DecisionTreeRegressor,8,10,188.36,158.85,248.0,146.64,193.65,175.15,213.8,179.0,158.86,160.26,160.27,214.54,158.86,281.27,270.18,214.17,158.84,184.43,175.34,121.0,155.6,206.76,169.19,221.65,245.4,175.36,176.22,176.23,140.12,175.36,268.08,274.52,193.92,175.33
2025-10-18 08:45:00,100.0,600.86,222.51,323.93,122.61,model_v10.9.1_train_sr_OrthogonalMatchingPursuit,model_v11_train_ExtraTreesRegressor,8,10,221.49,200.09,258.0,173.43,198.51,199.55,256.09,244.2,200.1,201.33,201.34,244.29,200.1,323.93,312.68,253.05,200.07,188.87,214.48,245.0,181.18,122.61,185.21,261.61,180.0,214.51,215.2,215.21,191.29,214.51,308.85,314.55,209.5,214.47
2025-10-18 09:00:00,100.0,673.47,266.38,425.0,112.0,model_v10.9.1_train_sr_DecisionTreeRegressor,model_v11_train_DecisionTreeRegressor,9,10,329.3,238.22,425.0,200.72,261.86,314.54,295.7,234.0,238.24,239.53,239.54,344.29,238.24,365.01,353.94,280.64,238.2,322.22,250.98,112.0,207.12,190.79,279.26,299.37,214.4,251.01,251.76,251.77,197.95,251.01,348.1,352.18,189.07,250.97
2025-10-18 09:15:00,100.0,742.95,293.63,425.0,112.0,model_v10.9.1_train_sr_DecisionTreeRegressor,model_v11_train_DecisionTreeRegressor,9,10,329.3,276.21,425.0,225.4,297.4,314.54,334.66,234.0,276.23,277.37,277.38,344.29,276.24,404.31,393.09,280.9,276.18,322.22,287.04,112.0,230.69,244.75,279.26,336.18,300.2,287.07,287.67,287.69,243.66,287.08,385.66,389.05,173.81,287.02
2025-10-18 09:30:00,100.0,809.01,338.5,441.68,248.86,model_v10.9.1_train_sr_OrthogonalMatchingPursuit,model_v10.9.1_train_sr_ElasticNet,9,10,329.3,312.32,425.0,248.86,343.54,339.55,371.69,252.2,312.35,313.34,313.35,336.41,312.35,441.68,430.3,327.0,312.29,322.22,321.32,410.0,253.09,364.85,293.07,371.18,351.2,321.36,321.82,321.83,289.92,321.36,421.37,424.1,357.59,321.3
2025-10-18 09:45:00,100.0,871.36,371.57,583.0,252.2,model_v11_train_DecisionTreeRegressor,model_v10.9.1_train_sr_KNeighborsRegressor,9,10,399.75,346.41,425.0,271.01,352.37,409.3,406.65,252.2,346.44,347.3,347.31,339.24,346.45,476.95,465.43,323.8,346.37,339.29,353.67,583.0,274.23,330.83,329.77,404.21,416.0,353.72,354.05,354.06,317.31,353.72,455.07,457.19,401.78,353.65
2025-10-18 10:00:00,100.0,929.73,392.19,620.36,148.0,model_v10.9.1_train_sr_LGBMRegressor,model_v11_train_DecisionTreeRegressor,10,10,414.27,376.76,450.0,293.24,444.84,541.78,438.28,299.2,376.79,377.74,377.76,620.36,376.8,509.97,498.67,491.88,376.72,361.84,382.78,148.0,295.35,354.15,285.96,434.43,332.6,382.83,383.24,383.26,283.98,382.84,486.62,487.26,301.52,382.76
2025-10-18 10:15:00,100.0,983.88,430.4,645.85,312.47,model_v10.9.1_train_sr_LGBMRegressor,model_v10.9.1_train_sr_ElasticNet,10,10,414.27,406.36,450.0,312.47,473.43,541.78,468.64,398.0,406.4,407.23,407.24,645.85,406.41,540.6,529.18,491.41,406.32,381.18,410.88,399.0,313.71,400.7,356.55,463.12,432.8,410.94,411.23,411.25,313.42,410.94,515.89,515.99,369.48,410.86
2025-10-18 10:30:00,100.0,1033.57,459.53,627.96,330.12,model_v10.9.1_train_sr_LGBMRegressor,model_v10.9.1_train_sr_ElasticNet,10,10,414.27,433.53,597.0,330.12,558.6,541.78,496.5,398.0,433.57,434.29,434.3,627.96,433.58,568.71,557.17,561.2,433.49,381.18,436.67,440.0,330.56,412.25,378.64,489.44,432.8,436.73,436.92,436.94,370.24,436.73,542.76,542.36,429.1,436.64
2025-10-18 10:45:00,100.0,1078.59,462.28,630.11,345.83,model_v10.9.1_train_sr_GradientBoostingRegressor,model_v11_train_ElasticNet,10,10,442.42,458.14,392.0,346.11,510.49,630.11,521.74,398.0,458.19,458.81,458.82,570.78,458.2,594.18,582.54,416.11,458.1,409.43,460.03,352.0,345.83,438.58,376.96,513.29,432.8,460.1,460.19,460.21,381.67,460.1,567.09,566.25,418.09,460.0
2025-10-18 11:00:00,100.0,1118.75,502.33,659.8,352.0,model_v10.9.1_train_sr_KNeighborsRegressor,model_v11_train_DecisionTreeRegressor,11,10,468.59,478.53,632.0,361.88,605.17,620.6,543.16,659.8,478.58,479.34,479.35,634.29,478.59,616.89,605.52,543.16,478.49,433.26,479.69,352.0,360.77,441.42,405.62,533.87,519.2,479.76,479.97,479.99,367.5,479.76,588.8,586.66,447.19,479.66
